Noun,Class,Jaro-Winkler_Score,Cosine_Sim_Score
administrator,manager,0.543040293040293,0.6380928158760071
administrator,employee,0.4006410256410256,0.5412399768829346
administrator,authority,0.58005698005698,0.5053507089614868
administrator,user,0.5512820512820512,0.4973834156990051
administrator,employer,0.4679487179487179,0.48428261280059814
administrator,officer,0.47985347985347987,0.4807456135749817
administrator,office,0.41452991452991456,0.470737099647522
administrator,director,0.6032051282051282,0.4626728892326355
administrator,department,0.6032967032967033,0.46183058619499207
administrator,worker,0.41452991452991456,0.4594161808490753
administrator,attorney,0.5192307692307693,0.45926234126091003
administrator,permission,0.6316239316239316,0.45892906188964844
administrator,database,0.5365384615384615,0.4548269510269165
administrator,overseer,0.42414529914529914,0.4487326145172119
administrator,account,0.553113553113553,0.44851475954055786
administrator,physician,0.5133903133903134,0.4477883279323578
administrator,responsibility,0.513919413919414,0.43327614665031433
administrator,teacher,0.47985347985347987,0.43038612604141235
administrator,request,0.47985347985347987,0.42773714661598206
administrator,resident,0.6032051282051282,0.42527085542678833
administrator,faculty,0.47985347985347987,0.424142986536026
administrator,editor,0.6581196581196581,0.4227792024612427
administrator,agent,0.6102564102564102,0.4224303066730499
administrator,counsel,0.47985347985347987,0.4167124032974243
administrator,behalf,0.41452991452991456,0.41564062237739563
administrator,institution,0.6773226773226773,0.4146641492843628
administrator,beneficiary,0.47972027972027975,0.4122040569782257
administrator,instructor,0.8051282051282053,0.4103056490421295
administrator,task,0.5512820512820512,0.41028398275375366
administrator,student,0.553113553113553,0.40761688351631165
administrator,broker,0.41452991452991456,0.40678608417510986
administrator,job,0.0,0.4048008620738983
administrator,address,0.543040293040293,0.40208661556243896
administrator,researcher,0.48589743589743595,0.40165480971336365
administrator,provider,0.42414529914529914,0.40063604712486267
administrator,participant,0.6297036297036297,0.39993175864219666
administrator,university,0.5760683760683761,0.3996277153491974
administrator,organization,0.6120268620268621,0.3993779420852661
administrator,status,0.46581196581196577,0.3973545730113983
administrator,member,0.49572649572649574,0.3961755335330963
administrator,owner,0.517948717948718,0.39562833309173584
administrator,contractor,0.6509157509157509,0.3953110873699188
administrator,practitioner,0.6356837606837606,0.3951334059238434
administrator,lawyer,0.49572649572649574,0.39188942313194275
administrator,professor,0.4102564102564103,0.39184054732322693
