Noun,Class,Jaro-Winkler_Score,Cosine_Sim_Score
assay,activity,0.5499999999999999,0.36156392097473145
assay,marker,0.45555555555555555,0.34130728244781494
assay,factor,0.45555555555555555,0.33394184708595276
assay,blood,0.0,0.3261861503124237
assay,target,0.45555555555555555,0.31592175364494324
assay,human,0.4666666666666666,0.30493420362472534
assay,fraction,0.44166666666666665,0.3023199737071991
assay,vaccine,0.44761904761904764,0.30161964893341064
assay,study,0.6,0.2868783473968506
assay,novel,0.0,0.2852536737918854
assay,treatment,0.43703703703703706,0.2821192145347595
assay,donor,0.0,0.2678608298301697
assay,process,0.0,0.2666204869747162
assay,acquisition,0.5272727272727272,0.26360082626342773
assay,component,0.0,0.26059478521347046
assay,response,0.44166666666666665,0.2599727511405945
assay,disease,0.5619047619047619,0.25637751817703247
assay,outcome,0.0,0.25399935245513916
assay,frequency,0.0,0.2486892193555832
assay,level,0.0,0.2452268898487091
assay,manner,0.45555555555555555,0.24476762115955353
assay,probability,0.43030303030303035,0.24382740259170532
assay,eradication,0.5272727272727272,0.24288199841976166
assay,colony,0.45555555555555555,0.24276071786880493
assay,artery,0.5777777777777778,0.24055993556976318
assay,intensity,0.43703703703703706,0.23992976546287537
assay,quantity,0.5499999999999999,0.2397271692752838
assay,patient,0.44761904761904764,0.2396528720855713
assay,agent,0.4666666666666666,0.23798176646232605
assay,risk,0.48333333333333334,0.23258699476718903
assay,vessel,0.5777777777777778,0.23034241795539856
assay,research,0.5499999999999999,0.22844699025154114
assay,objective,0.0,0.22660772502422333
assay,conversion,0.43333333333333335,0.22388899326324463
assay,ability,0.5619047619047619,0.22067919373512268
assay,ingredient,0.0,0.21708329021930695
assay,type,0.0,0.21687805652618408
assay,basis,0.6,0.2156035453081131
assay,plaque,0.45555555555555555,0.2151363044977188
assay,duration,0.44166666666666665,0.21448089182376862
assay,effect,0.0,0.21408581733703613
assay,distribution,0.42777777777777776,0.2124195694923401
assay,symptom,0.44761904761904764,0.21129649877548218
assay,system,0.5777777777777778,0.20992447435855865
assay,medium,0.0,0.2036866545677185
assay,individual,0.0,0.2002648413181305
assay,tool,0.0,0.19988751411437988
assay,association,0.7972451790633609,0.19699743390083313
assay,transport,0.5407407407407407,0.19695377349853516
assay,database,0.5499999999999999,0.19208075106143951
assay,reproduction,0.0,0.1907397210597992
assay,population,0.43333333333333335,0.1905992180109024
assay,status,0.41111111111111115,0.19018317759037018
assay,consequence,0.43030303030303035,0.18804557621479034
assay,report,0.0,0.1876547485589981
assay,ontology,0.44166666666666665,0.18298563361167908
assay,result,0.45555555555555555,0.182713121175766
assay,candidate,0.5407407407407407,0.18209274113178253
assay,principle,0.0,0.18161658942699432
