Noun,Class,Jaro-Winkler_Score,Cosine_Sim_Score
man,man,1.0,1.0
man,woman,0.0,0.7401744723320007
man,boy,0.0,0.7045701146125793
man,father,0.5,0.5979245901107788
man,girl,0.0,0.5742589831352234
man,thing,0.5111111111111111,0.5639891624450684
man,person,0.0,0.5557171106338501
man,hero,0.0,0.5521979331970215
man,soldier,0.0,0.5466820001602173
man,life,0.0,0.5384930968284607
man,suspect,0.0,0.5190756320953369
man,wife,0.0,0.508659303188324
man,face,0.5277777777777778,0.5053029656410217
man,victim,0.0,0.5006190538406372
man,truth,0.0,0.4999598264694214
man,mother,0.5,0.49904659390449524
man,death,0.5111111111111111,0.4975559413433075
man,reason,0.5,0.49636760354042053
man,priest,0.0,0.48637595772743225
man,head,0.5277777777777778,0.47369420528411865
man,servant,0.0,0.4711932837963104
man,scene,0.5111111111111111,0.4695276916027069
man,story,0.0,0.4687162935733795
man,fact,0.5277777777777778,0.4650179445743561
man,genius,0.5,0.4594191610813141
man,think,0.5111111111111111,0.4590516686439514
man,idea,0.0,0.4551182687282562
man,witness,0.4920634920634921,0.45290905237197876
man,neighbor,0.4861111111111111,0.4527832269668579
man,right,0.0,0.44930848479270935
man,officer,0.0,0.4481825530529022
man,couple,0.0,0.4480445981025696
man,mean,0.9249999999999999,0.44720590114593506
man,grandfather,0.6161616161616161,0.445300430059433
man,black,0.5111111111111111,0.442775160074234
man,rest,0.0,0.43930137157440186
man,fire,0.0,0.4390966296195984
man,war,0.5555555555555555,0.43789851665496826
man,human,0.0,0.43769732117652893
man,word,0.0,0.4358963668346405
man,desire,0.0,0.4336465299129486
man,figure,0.0,0.4330117106437683
man,actor,0.5111111111111111,0.432152658700943
man,job,0.0,0.431247740983963
man,judge,0.0,0.426803857088089
man,preacher,0.4861111111111111,0.4265470802783966
man,world,0.0,0.4259650707244873
man,feel,0.0,0.425506591796875
man,prison,0.0,0.425056129693985
man,grave,0.5111111111111111,0.42309632897377014
man,time,0.0,0.42156025767326355
man,doctor,0.0,0.4200504422187805
man,house,0.0,0.4199759364128113
man,captain,0.4920634920634921,0.4198473393917084
man,dog,0.0,0.41745951771736145
man,half,0.5277777777777778,0.41703012585639954
man,day,0.5555555555555555,0.4169342815876007
man,justice,0.0,0.4133327901363373
man,king,0.5277777777777778,0.4088461101055145
man,fear,0.5277777777777778,0.4083408713340759
man,prisoner,0.4861111111111111,0.4062131643295288
man,crowd,0.0,0.40463194251060486
man,arrest,0.5,0.40419602394104004
man,whole,0.0,0.4035176932811737
man,politician,0.0,0.403268039226532
man,chance,0.6666666666666666,0.4031898081302643
man,cause,0.5111111111111111,0.40310975909233093
man,cause,0.5111111111111111,0.40310975909233093
man,worker,0.0,0.4029710292816162
man,place,0.5111111111111111,0.4029662609100342
man,force,0.0,0.40274778008461
man,crime,0.0,0.4021522104740143
man,prince,0.5,0.3986618220806122
man,fate,0.5277777777777778,0.3981773555278778
man,respect,0.0,0.3952900469303131
man,believer,0.0,0.3946542739868164
man,town,0.5277777777777778,0.3932299017906189
man,character,0.48148148148148145,0.3931000530719757
man,city,0.0,0.3912794291973114
man,belief,0.0,0.3909122049808502
man,tale,0.5277777777777778,0.3897968530654907
man,widow,0.0,0.3897706866264343
man,pastor,0.5,0.38909873366355896
man,horse,0.0,0.38861703872680664
man,friendship,0.4777777777777778,0.3879087269306183
man,child,0.0,0.38741353154182434
man,firefighter,0.0,0.38618025183677673
man,end,0.0,0.3846348524093628
