birthDate	cemetery.ttl
born	cemetery.ttl
burialDate	cemetery.ttl
containsGraves	cemetery.ttl
dateOfBurial	cemetery.ttl
deathDate	cemetery.ttl
died	cemetery.ttl
established	cemetery.ttl
hasGrave	cemetery.ttl
hasMemorial	cemetery.ttl
hasName	cemetery.ttl
location	cemetery.ttl
memorialText	cemetery.ttl
name	cemetery.ttl
occupant	cemetery.ttl
occupantDOB	cemetery.ttl
occupantDOD	cemetery.ttl
consults	counsel.ttl
author	gospel.ttl
date	gospel.ttl
title	gospel.ttl
verseInGospel	gospel.ttl
verseNumber	gospel.ttl
verseText	gospel.ttl
verses	gospel.ttl
fromLocation	view.ttl
hasSubject	view.ttl
hasTime	view.ttl
hasViewer	view.ttl
hasViewpointExpression	view.ttl
hasViewpointSubject	view.ttl
atDate	party.ttl
atLocation	party.ttl
attends	party.ttl
hasAge	party.ttl
hasAttendee	party.ttl
hasDate	party.ttl
hasEndDate	party.ttl
hasGuest	party.ttl
hasHost	party.ttl
hasLocation	party.ttl
hasName	party.ttl
hasOrganizer	party.ttl
hasStartDate	party.ttl
hasTheme	party.ttl
organizes	party.ttl
hasClothingType	clothing.ttl
hasSize	clothing.ttl
hasColor	box.ttl
hasMaterial	box.ttl
hasShape	box.ttl
hasSize	box.ttl
affiliation	researcher.ttl
age	researcher.ttl
gender	researcher.ttl
hasProjectTopic	researcher.ttl
locatedIn	researcher.ttl
name	researcher.ttl
worksOn	researcher.ttl
choice	vote.ttl
forCandidate	vote.ttl
hasVote	vote.ttl
hasVoter	vote.ttl
inElection	vote.ttl
voteFor	vote.ttl
voteIn	vote.ttl
voter	vote.ttl
hasAuthor	text.ttl
hasGenre	text.ttl
writtenIn	text.ttl
collectorName	collection.ttl
hasCollection	collection.ttl
hasCreationDate	collection.ttl
hasItem	collection.ttl
isOfType	collection.ttl
itemName	collection.ttl
ownsCollection	collection.ttl
color	print.ttl
hasInk	print.ttl
prints	print.ttl
givesSermon	preacher.ttl
hasOccupation	preacher.ttl
religiousTopic	preacher.ttl
sermonDelivered	preacher.ttl
worksAt	preacher.ttl
belongToCentury	decade.ttl
endsIn	decade.ttl
hasEndYear	decade.ttl
hasEvent	decade.ttl
hasStartYear	decade.ttl
startsIn	decade.ttl
startsYear	decade.ttl
containsJuror	jury.ttl
isJurorIn	jury.ttl
jurorDutyDays	jury.ttl
jurorSelectionProcess	jury.ttl
jurySizeOf	jury.ttl
createdBy	art.ttl
hasStyle	art.ttl
cuisine	chef.ttl
dish	chef.ttl
experience	chef.ttl
location	chef.ttl
name	chef.ttl
specialty	chef.ttl
worksAt	chef.ttl
worksIn	chef.ttl
yearsOfExperience	chef.ttl
generates	power.ttl
transfers	power.ttl
owns	owner.ttl
hasCategory	merchant.ttl
hasContact	merchant.ttl
hasLocation	merchant.ttl
hasName	merchant.ttl
hasWebsite	merchant.ttl
operatesIn	merchant.ttl
sells	merchant.ttl
sellsProduct	merchant.ttl
hasAge	man.ttl
hasChildren	man.ttl
hasHeight	man.ttl
hasName	man.ttl
isMarried	man.ttl
hasTruthValue	truth.ttl
isTrue	truth.ttl
belongsTo	university.ttl
enrolledIn	university.ttl
hasDepartment	university.ttl
hasFaculty	university.ttl
offeredBy	university.ttl
studies	university.ttl
teaches	university.ttl
teachesCourse	university.ttl
containsPhoto	photo.ttl
hasDate	photo.ttl
hasDateTaken	photo.ttl
hasDescription	photo.ttl
hasFileFormat	photo.ttl
hasFileName	photo.ttl
hasLocation	photo.ttl
hasName	photo.ttl
hasPhotographer	photo.ttl
hasPortfolio	photo.ttl
hasResolution	photo.ttl
hasSize	photo.ttl
hasSubject	photo.ttl
hasTitle	photo.ttl
isPublic	photo.ttl
isTakenOn	photo.ttl
takenBy	photo.ttl
amount	price.ttl
hasPrice	price.ttl
inCurrency	price.ttl
address	store.ttl
name	store.ttl
product	store.ttl
productDescription	store.ttl
productName	store.ttl
productPrice	store.ttl
courtCase	court.ttl
dealsWith	court.ttl
defends	court.ttl
hasJurisdiction	court.ttl
hears	court.ttl
judge	court.ttl
represents	court.ttl
isImplementedBy	protection.ttl
isUsedFor	protection.ttl
hasMessage	conversation.ttl
hasParticipant	conversation.ttl
hasSender	conversation.ttl
hasTopic	conversation.ttl
timestamp	conversation.ttl
conductedBy	rescue.ttl
forEmergency	rescue.ttl
hasVictim	rescue.ttl
hasFamilialLoveFor	love.ttl
hasPlatonicLoveFor	love.ttl
hasRomanticLoveFor	love.ttl
hasSelfLove	love.ttl
hasArtist	painting.ttl
hasColor	painting.ttl
hasMedium	painting.ttl
description	detail.ttl
isDetailOf	detail.ttl
hasCopyright	image.ttl
hasCreationDate	image.ttl
hasCreator	image.ttl
hasFormat	image.ttl
hasHeight	image.ttl
hasResolution	image.ttl
hasWidth	image.ttl
isColor	image.ttl
isPublished	image.ttl
hasAge	individual.ttl
hasDateOfBirth	individual.ttl
hasFirstName	individual.ttl
hasFullName	individual.ttl
hasGender	individual.ttl
hasLastName	individual.ttl
hasName	individual.ttl
hasNationality	individual.ttl
atLocation	care.ttl
hasProvider	care.ttl
hasRecipient	care.ttl
involvesActivity	care.ttl
providesCare	care.ttl
hasInfluenceOn	abolitionism.ttl
hasOriginator	abolitionism.ttl
isAimedAt	abolitionism.ttl
artist	song.ttl
content	song.ttl
genre	song.ttl
hasGenre	song.ttl
hasLyrics	song.ttl
length	song.ttl
publishDate	song.ttl
sungBy	song.ttl
title	song.ttl
hasRepresentation	symbol.ttl
isUsedIn	symbol.ttl
associatedWith	spring.ttl
endsOn	spring.ttl
hasEnd	spring.ttl
hasEvent	spring.ttl
hasStart	spring.ttl
hasTemperature	spring.ttl
hasWeather	spring.ttl
startsOn	spring.ttl
endTime	class.ttl
hasStudent	class.ttl
hasSubject	class.ttl
hasTeacher	class.ttl
startTime	class.ttl
entryAuthor	entry.ttl
entryDate	entry.ttl
hasEntry	entry.ttl
email	teacher.ttl
hasDegree	teacher.ttl
hasExperience	teacher.ttl
hasStudent	teacher.ttl
name	teacher.ttl
school	teacher.ttl
teaches	teacher.ttl
teachesSubject	teacher.ttl
worksAt	teacher.ttl
worksIn	teacher.ttl
originCountry	colonist.ttl
settledIn	colonist.ttl
hasAttorneyLicense	attorney.ttl
hasPracticeArea	attorney.ttl
hasYearsOfExperience	attorney.ttl
instructionTool	instruction.ttl
step	instruction.ttl
targetAudience	instruction.ttl
age	servant.ttl
employer	servant.ttl
firstName	servant.ttl
hires	servant.ttl
jobTitle	servant.ttl
lastName	servant.ttl
name	servant.ttl
worksFor	servant.ttl
hasSpouse	wife.ttl
isWifeOf	wife.ttl
hasName	skill.ttl
hasProficiency	skill.ttl
hasSkillLevel	skill.ttl
isRelatedTo	skill.ttl
ownsSkill	skill.ttl
relatedTo	skill.ttl
usedInField	skill.ttl
hasInterestRate	bond.ttl
hasMaturityDate	bond.ttl
issuedBy	bond.ttl
ownedBy	bond.ttl
hasOrder	list.ttl
item	list.ttl
hasCity	land.ttl
hasCountry	land.ttl
hasParcel	land.ttl
hasState	land.ttl
population	land.ttl
size	land.ttl
hasAgenda	meeting.ttl
hasDate	meeting.ttl
hasEndDate	meeting.ttl
hasLocation	meeting.ttl
hasNotes	meeting.ttl
hasParticipant	meeting.ttl
hasStartDate	meeting.ttl
hasRecollection	recollection.ttl
recollectionDate	recollection.ttl
recollectionEvent	recollection.ttl
celebratedBy	anniversary.ttl
hasDate	anniversary.ttl
isAnniversaryOf	anniversary.ttl
courseDescription	course.ttl
courseId	course.ttl
courseName	course.ttl
email	course.ttl
hasDescription	course.ttl
hasID	course.ttl
hasName	course.ttl
hasTitle	course.ttl
instructorId	course.ttl
instructorName	course.ttl
isTaughtBy	course.ttl
teaches	course.ttl
amount	donation.ttl
dateOfDonation	donation.ttl
donationAmount	donation.ttl
donor	donation.ttl
hasEIN	donation.ttl
hasName	donation.ttl
recipient	donation.ttl
endsAt	process.ttl
hasInput	process.ttl
hasOutput	process.ttl
startsAt	process.ttl
causeOfAbolition	abolition.ttl
effectOfAbolition	abolition.ttl
partOf	abolition.ttl
resultedIn	abolition.ttl
lack	lack.ttl
xCoordinate	position.ttl
yCoordinate	position.ttl
zCoordinate	position.ttl
hasExperience	seamstress.ttl
hasName	seamstress.ttl
hasSkill	seamstress.ttl
name	seamstress.ttl
specializesIn	seamstress.ttl
worksAt	seamstress.ttl
worksIn	seamstress.ttl
containsItem	order.ttl
customerId	order.ttl
itemId	order.ttl
itemName	order.ttl
itemPrice	order.ttl
itemQuantity	order.ttl
hasFirst	pair.ttl
hasSecond	pair.ttl
hasMaterial	heming.ttl
usesTool	heming.ttl
knowledge	blacksmith.ttl
tool	blacksmith.ttl
xCoordinate	point.ttl
yCoordinate	point.ttl
zCoordinate	point.ttl
displayHonor	honor.ttl
hasHonor	honor.ttl
isInvolvedIn	public.ttl
