Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
dataset,database,0.9214285714285715,0.5962755084037781
dataset,ontology,0.4226190476190476,0.44316229224205017
dataset,object,0.5396825396825397,0.42535147070884705
dataset,datum,0.6761904761904761,0.414063036441803
dataset,integer,0.5238095238095238,0.40256497263908386
dataset,datetime,0.8458333333333333,0.39439156651496887
dataset,datetime,0.8458333333333333,0.39439156651496887
dataset,context,0.6190476190476191,0.3886606991291046
dataset,component,0.5026455026455027,0.3733777403831482
dataset,input,0.44761904761904764,0.36505502462387085
dataset,document,0.6011904761904762,0.36354586482048035
dataset,output,0.5396825396825397,0.36352962255477905
dataset,representation,0.557142857142857,0.35076355934143066
dataset,entity,0.5396825396825397,0.3502123951911926
dataset,instance,0.6071428571428571,0.3474006652832031
dataset,probability,0.48917748917748916,0.34267324209213257
dataset,resource,0.5119047619047619,0.3313285708427429
dataset,user,0.0,0.3231634497642517
dataset,population,0.49523809523809526,0.3219016492366791
dataset,value,0.5619047619047619,0.3200277090072632
dataset,text,0.46428571428571425,0.3160812556743622
dataset,seq,0.0,0.3147065043449402
dataset,study,0.44761904761904764,0.3127860426902771
dataset,result,0.5396825396825397,0.3115465044975281
dataset,fraction,0.5119047619047619,0.310687780380249
dataset,distribution,0.5515873015873015,0.30381062626838684
dataset,individual,0.4142857142857143,0.3011200726032257
dataset,image,0.5619047619047619,0.29866331815719604
dataset,coordinate,0.5738095238095239,0.2966528832912445
dataset,ancestor,0.6071428571428571,0.28998610377311707
dataset,source,0.4365079365079365,0.2886504828929901
dataset,report,0.4365079365079365,0.2880654036998749
dataset,information,0.48917748917748916,0.28311634063720703
dataset,number,0.4365079365079365,0.28209367394447327
dataset,dimension,0.4761904761904761,0.27816712856292725
dataset,frequency,0.41798941798941797,0.27810099720954895
dataset,research,0.4900793650793651,0.2776572108268738
dataset,string,0.4365079365079365,0.2774909734725952
dataset,timezone,0.5119047619047619,0.2739766538143158
dataset,tool,0.46428571428571425,0.27134209871292114
dataset,overview,0.4226190476190476,0.2712509036064148
dataset,project,0.5238095238095238,0.2702566981315613
dataset,record,0.0,0.27011656761169434
dataset,content,0.6190476190476191,0.26791584491729736
dataset,collection,0.32857142857142857,0.26738619804382324
dataset,task,0.6150793650793651,0.2672692537307739
dataset,basis,0.5619047619047619,0.2642948627471924
dataset,region,0.0,0.26210135221481323
dataset,target,0.6626984126984127,0.2597655653953552
dataset,list,0.42857142857142855,0.2589138448238373
dataset,firstname,0.5886243386243386,0.2578592300415039
dataset,size,0.46428571428571425,0.2562445104122162
dataset,access,0.5317460317460317,0.254830539226532
dataset,set,0.4920634920634921,0.2541860044002533
dataset,transaction,0.5896103896103896,0.2530849575996399
dataset,location,0.5119047619047619,0.24899840354919434
dataset,location,0.5119047619047619,0.24899840354919434
dataset,outcome,0.5238095238095238,0.24805141985416412
dataset,marker,0.5396825396825397,0.2463727593421936
dataset,invoice,0.42857142857142855,0.24357257783412933
dataset,origin,0.0,0.23923330008983612
dataset,change,0.5396825396825397,0.23893044888973236
dataset,argument,0.6011904761904762,0.2376144379377365
dataset,status,0.5317460317460317,0.2348456084728241
dataset,portion,0.42857142857142855,0.23423580825328827
dataset,participant,0.5670995670995671,0.2341490089893341
dataset,objective,0.335978835978836,0.23189876973628998
dataset,manuscript,0.5761904761904763,0.2306545525789261
dataset,citation,0.4900793650793651,0.23026597499847412
dataset,environment,0.48917748917748916,0.2284887135028839
dataset,asset,0.7071428571428572,0.22696340084075928
dataset,page,0.5952380952380952,0.22649912536144257
dataset,quantity,0.6011904761904762,0.22611185908317566
dataset,level,0.44761904761904764,0.22592224180698395
dataset,request,0.5079365079365079,0.22512754797935486
dataset,field,0.0,0.2246125191450119
dataset,parcel,0.5396825396825397,0.2244427502155304
dataset,item,0.46428571428571425,0.22262100875377655
dataset,conversion,0.32857142857142857,0.22224751114845276
dataset,publication,0.48917748917748916,0.22123372554779053
dataset,constellation,0.5663003663003664,0.21956416964530945
dataset,system,0.5317460317460317,0.219061940908432
dataset,patient,0.7142857142857143,0.21710437536239624
dataset,type,0.5952380952380952,0.2163609117269516
dataset,gender,0.4365079365079365,0.21601109206676483
dataset,unit,0.46428571428571425,0.21371693909168243
dataset,lastname,0.7130952380952381,0.21301661431789398
dataset,descendant,0.6714285714285714,0.2094847857952118
dataset,subcomponent,0.5595238095238095,0.20913247764110565
dataset,entry,0.44761904761904764,0.20771366357803345
dataset,researcher,0.46507936507936504,0.2073851376771927
dataset,activity,0.6011904761904762,0.20737868547439575
dataset,risk,0.46428571428571425,0.20671576261520386
dataset,script,0.4365079365079365,0.20633037388324738
dataset,issuer,0.5396825396825397,0.20517049729824066
dataset,view,0.0,0.20443838834762573
dataset,account,0.5238095238095238,0.20322519540786743
