Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
have,think,0.48333333333333334,0.6994544267654419
have,reason,0.4444444444444444,0.6786916851997375
have,fact,0.5,0.6679884791374207
have,thing,0.48333333333333334,0.606734573841095
have,feel,0.5,0.6016949415206909
have,mean,0.5,0.5926585793495178
have,chance,0.75,0.5825660228729248
have,idea,0.5,0.5807481408119202
have,use,0.5277777777777778,0.5571529269218445
have,time,0.5,0.5511080622673035
have,cause,0.6333333333333333,0.5493158102035522
have,cause,0.6333333333333333,0.5493158102035522
have,suffer,0.47222222222222215,0.5398229956626892
have,couple,0.47222222222222215,0.5344163775444031
have,majority,0.4583333333333333,0.5329877734184265
have,change,0.75,0.5279528498649597
have,place,0.6333333333333333,0.5257943868637085
have,promise,0.0,0.5242761373519897
have,right,0.0,0.5222036242485046
have,point,0.0,0.5182431936264038
have,attention,0.5740740740740741,0.51753169298172
have,rest,0.0,0.5113179087638855
have,opportunity,0.0,0.5102062821388245
have,end,0.0,0.5082898736000061
have,help,0.5,0.5071709156036377
have,desire,0.47222222222222215,0.5003386735916138
have,whole,0.6333333333333333,0.50019770860672
have,course,0.47222222222222215,0.4929506480693817
have,half,0.6666666666666666,0.49073734879493713
have,year,0.5,0.4905199408531189
have,number,0.47222222222222215,0.490152508020401
have,interest,0.4583333333333333,0.4893343448638916
have,set,0.0,0.48704999685287476
have,ability,0.46428571428571425,0.4865446388721466
have,result,0.47222222222222215,0.4806971848011017
have,read,0.5,0.4791801869869232
have,suspect,0.46428571428571425,0.47519651055336
have,fear,0.5,0.47476571798324585
have,country,0.0,0.4734218120574951
have,struggle,0.0,0.472667396068573
have,respect,0.46428571428571425,0.46710872650146484
have,life,0.5,0.46531787514686584
have,day,0.5277777777777778,0.46369531750679016
have,world,0.0,0.4627531170845032
have,part,0.5,0.4612923860549927
have,order,0.48333333333333334,0.4583834111690521
have,situation,0.4537037037037037,0.4580865204334259
have,case,0.6666666666666666,0.4565480947494507
have,individual,0.45,0.4549083113670349
have,write,0.48333333333333334,0.45368126034736633
have,issue,0.48333333333333334,0.4523395597934723
have,money,0.48333333333333334,0.4518590569496155
have,instance,0.4583333333333333,0.4516024887561798
have,focus,0.0,0.4497188925743103
have,knowledge,0.4537037037037037,0.4474266469478607
have,major,0.48333333333333334,0.4455936551094055
have,person,0.47222222222222215,0.4454732835292816
have,plan,0.5,0.44437292218208313
have,face,0.6666666666666666,0.4397478699684143
have,effort,0.0,0.43890273571014404
have,care,0.6666666666666666,0.43829232454299927
have,attempt,0.5952380952380952,0.4373339116573334
have,family,0.47222222222222215,0.43639135360717773
have,subject,0.46428571428571425,0.4344869554042816
have,success,0.46428571428571425,0.4338347315788269
have,support,0.0,0.4318414628505707
have,home,0.6666666666666666,0.4283353388309479
have,figure,0.47222222222222215,0.42670950293540955
have,purpose,0.0,0.4254509508609772
have,government,0.5666666666666667,0.424856036901474
have,play,0.5,0.4191872775554657
have,decision,0.4583333333333333,0.4157350957393646
have,truth,0.0,0.41569972038269043
have,belief,0.47222222222222215,0.415156751871109
have,list,0.0,0.41323691606521606
have,account,0.46428571428571425,0.41150131821632385
have,responsibility,0.44047619047619047,0.40993818640708923
have,influence,0.4537037037037037,0.4096296429634094
have,man,0.5277777777777778,0.4095762372016907
have,risk,0.0,0.40868037939071655
have,build,0.0,0.40594127774238586
have,public,0.0,0.4041774570941925
have,state,0.6333333333333333,0.40051892399787903
have,decade,0.4444444444444444,0.39928463101387024
have,force,0.48333333333333334,0.3988792896270752
have,impact,0.47222222222222215,0.3980293869972229
have,basis,0.48333333333333334,0.3968241810798645
have,group,0.0,0.39644351601600647
have,job,0.0,0.3959178626537323
have,company,0.0,0.395611435174942
have,study,0.0,0.3943270444869995
have,human,0.48333333333333334,0.3940136134624481
have,favor,0.6333333333333333,0.39383137226104736
have,mother,0.47222222222222215,0.39052528142929077
have,area,0.6666666666666666,0.38727983832359314
have,charge,0.75,0.38712820410728455
have,effect,0.47222222222222215,0.3871239423751831
have,condition,0.0,0.3865273594856262
have,house,0.6333333333333333,0.38597407937049866
have,website,0.46428571428571425,0.3844914138317108
have,website,0.46428571428571425,0.3844914138317108
have,freedom,0.46428571428571425,0.3836885094642639
have,record,0.47222222222222215,0.3831562399864197
have,word,0.0,0.3829101622104645
have,community,0.0,0.3828636109828949
have,consequence,0.44696969696969696,0.3815869390964508
have,difficulty,0.0,0.3815577030181885
have,nation,0.47222222222222215,0.38065284490585327
have,return,0.47222222222222215,0.3801589906215668
have,conclusion,0.0,0.3800815939903259
have,feature,0.42857142857142855,0.37982478737831116
have,market,0.611111111111111,0.37812259793281555
have,society,0.46428571428571425,0.3774603605270386
have,thousand,0.4583333333333333,0.37713468074798584
have,report,0.47222222222222215,0.3756944239139557
have,ground,0.0,0.3752109110355377
have,death,0.48333333333333334,0.3748375475406647
have,occasion,0.4583333333333333,0.3746992349624634
have,shape,0.7833333333333333,0.3743850290775299
have,option,0.0,0.3741763234138489
have,information,0.0,0.3740251064300537
have,father,0.611111111111111,0.37395337224006653
have,relationship,0.38888888888888884,0.3737560212612152
have,outcome,0.0,0.373039186000824
have,witness,0.46428571428571425,0.37262991070747375
have,story,0.0,0.3710126280784607
have,vote,0.5,0.3709155321121216
have,level,0.6333333333333333,0.3701614737510681
have,pain,0.5,0.36833295226097107
have,eye,0.5277777777777778,0.36798346042633057
have,trade,0.6333333333333333,0.3674924075603485
have,type,0.5,0.36694446206092834
have,access,0.611111111111111,0.3663906753063202
have,practice,0.4583333333333333,0.36585551500320435
have,power,0.48333333333333334,0.3646768033504486
have,pair,0.5,0.3644481599330902
have,position,0.0,0.3639228641986847
have,research,0.4166666666666667,0.3635683059692383
have,wife,0.5,0.3625546991825104
have,room,0.0,0.36237263679504395
have,address,0.5952380952380952,0.361165314912796
have,organization,0.4444444444444444,0.360433429479599
have,school,0.47222222222222215,0.3599714934825897
have,war,0.5277777777777778,0.35971805453300476
have,manner,0.611111111111111,0.3596687614917755
have,judge,0.48333333333333334,0.3585871458053589
have,purchase,0.0,0.3582804799079895
have,food,0.0,0.3579563796520233
have,process,0.46428571428571425,0.35777634382247925
have,child,0.48333333333333334,0.3571459650993347
have,double,0.47222222222222215,0.3570178747177124
have,head,0.6666666666666666,0.356707900762558
have,role,0.5,0.3566255569458008
have,party,0.48333333333333334,0.354608952999115
have,earn,0.5,0.35421064496040344
have,comment,0.46428571428571425,0.3537200689315796
have,meeting,0.46428571428571425,0.3530450165271759
have,book,0.0,0.3526383936405182
have,doctor,0.0,0.35261738300323486
have,audience,0.5833333333333334,0.35234659910202026
have,reputation,0.39999999999999997,0.35076582431793213
have,strength,0.4583333333333333,0.3500771224498749
have,justice,0.0,0.3474172055721283
have,permission,0.45,0.34736695885658264
have,response,0.4583333333333333,0.3473544418811798
