Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
enslave,enslavement,0.9559228650137741,0.6474265456199646
enslave,slavery,0.8095238095238096,0.46662619709968567
enslave,captive,0.5238095238095238,0.3824247419834137
enslave,slave,0.9047619047619048,0.3769620954990387
enslave,clothe,0.5396825396825397,0.3745524287223816
enslave,enemy,0.5619047619047619,0.36418211460113525
enslave,society,0.5238095238095238,0.35571327805519104
enslave,enslaver,0.9875,0.3515969216823578
enslave,emancipation,0.44841269841269843,0.33815068006515503
enslave,continent,0.5026455026455027,0.33465635776519775
enslave,religion,0.5119047619047619,0.3297903537750244
enslave,superpower,0.46507936507936504,0.3296136260032654
enslave,slaveholder,0.6897546897546897,0.3224521577358246
enslave,desire,0.6428571428571429,0.31968989968299866
enslave,rebellion,0.4761904761904761,0.31780436635017395
enslave,liberty,0.0,0.31375521421432495
enslave,attempt,0.0,0.3113604187965393
enslave,escape,0.7714285714285715,0.31110984086990356
enslave,freedom,0.42857142857142855,0.308266282081604
enslave,fear,0.5952380952380952,0.3038645088672638
enslave,nation,0.4365079365079365,0.29833629727363586
enslave,colonist,0.3452380952380952,0.2954186499118805
enslave,homeland,0.6011904761904762,0.2937726378440857
enslave,kingdom,0.42857142857142855,0.28668448328971863
enslave,punishment,0.5761904761904763,0.2753787338733673
enslave,human,0.44761904761904764,0.2749491333961487
enslave,belief,0.6428571428571429,0.27355268597602844
enslave,abolition,0.41798941798941797,0.27115729451179504
enslave,struggle,0.6011904761904762,0.2708064317703247
enslave,force,0.44761904761904764,0.26847609877586365
enslave,suffer,0.5396825396825397,0.2680831551551819
enslave,bondage,0.6190476190476191,0.2666532099246979
enslave,wage,0.0,0.2591095268726349
enslave,colony,0.4365079365079365,0.25903216004371643
enslave,fate,0.0,0.25878721475601196
enslave,world,0.44761904761904764,0.2579621374607086
enslave,eradication,0.48917748917748916,0.25789543986320496
enslave,overseer,0.6011904761904762,0.25661659240722656
enslave,servant,0.5476190476190476,0.25564590096473694
enslave,slaveowner,0.707936507936508,0.2556145191192627
enslave,population,0.49523809523809526,0.24853013455867767
enslave,militia,0.5238095238095238,0.24467577040195465
enslave,justice,0.5238095238095238,0.24435195326805115
enslave,consequence,0.5616883116883117,0.24154552817344666
enslave,villain,0.5238095238095238,0.24043849110603333
enslave,truth,0.0,0.23842819035053253
enslave,war,0.0,0.23702658712863922
enslave,occupation,0.4142857142857143,0.23461072146892548
enslave,manumission,0.45598845598845594,0.2338666319847107
enslave,majority,0.4226190476190476,0.22381167113780975
enslave,smallpox,0.4900793650793651,0.2221597284078598
enslave,promise,0.42857142857142855,0.2200743705034256
enslave,prisoner,0.5119047619047619,0.2191271185874939
enslave,government,0.5738095238095239,0.21837127208709717
enslave,influence,0.5873015873015873,0.21836237609386444
enslave,violence,0.5119047619047619,0.21408705413341522
enslave,purpose,0.42857142857142855,0.21403872966766357
enslave,combatant,0.41798941798941797,0.21198979020118713
enslave,rest,0.5952380952380952,0.20954805612564087
enslave,rebel,0.5619047619047619,0.2072281837463379
enslave,ability,0.42857142857142855,0.20599845051765442
enslave,descendant,0.6047619047619048,0.2056904435157776
enslave,believer,0.6071428571428571,0.20542767643928528
enslave,plantation,0.46507936507936504,0.20500554144382477
enslave,abolitionism,0.31746031746031744,0.20372042059898376
enslave,prison,0.4365079365079365,0.20123116672039032
enslave,country,0.42857142857142855,0.2002343088388443
enslave,discrimination,0.4761904761904762,0.19886009395122528
enslave,circumstance,0.5595238095238095,0.19790415465831757
enslave,power,0.0,0.19736473262310028
enslave,life,0.0,0.1969526708126068
enslave,victim,0.0,0.19629402458667755
enslave,possession,0.32857142857142857,0.19475874304771423
enslave,crime,0.44761904761904764,0.1943715363740921
enslave,weapon,0.5396825396825397,0.19309283792972565
enslave,fugitive,0.5119047619047619,0.19036968052387238
enslave,assault,0.5079365079365079,0.18973448872566223
enslave,blessing,0.4900793650793651,0.18946313858032227
enslave,reward,0.5396825396825397,0.187836155295372
enslave,attack,0.4365079365079365,0.187540665268898
enslave,help,0.5952380952380952,0.18428032100200653
enslave,order,0.0,0.18324331939220428
enslave,thousand,0.5119047619047619,0.18085631728172302
enslave,reason,0.5317460317460317,0.1794939488172531
enslave,favor,0.0,0.17754563689231873
enslave,man,0.4920634920634921,0.17681755125522614
enslave,principle,0.5026455026455027,0.1758486032485962
enslave,entity,0.5396825396825397,0.17465539276599884
enslave,offence,0.42857142857142855,0.17368189990520477
enslave,race,0.0,0.17199811339378357
enslave,prince,0.5396825396825397,0.1715695858001709
enslave,effort,0.4365079365079365,0.1702786684036255
