CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
knowledge,knowledge,1.0,1.0
knowledge,knowledge,1.0,1.0
knowledge,experience,0.4740740740740741,0.6586706638336182
knowledge,skill,0.5407407407407407,0.6210721135139465
knowledge,intelligence,0.5907407407407408,0.5878466367721558
knowledge,ability,0.41798941798941797,0.5876418352127075
knowledge,possess,0.5026455026455027,0.5680885910987854
knowledge,responsibility,0.49338624338624343,0.5626592040061951
knowledge,belief,0.5185185185185185,0.5611160397529602
knowledge,teach,0.0,0.5564837455749512
knowledge,purpose,0.5026455026455027,0.5522459149360657
knowledge,truth,0.0,0.5514060854911804
knowledge,practice,0.41203703703703703,0.5512089729309082
knowledge,research,0.41203703703703703,0.550920307636261
knowledge,perception,0.4740740740740741,0.5479784607887268
knowledge,own,0.6666666666666666,0.5436375737190247
knowledge,information,0.468013468013468,0.5378962159156799
knowledge,opportunity,0.4006734006734007,0.5359992384910583
knowledge,lack,0.4537037037037037,0.5356513857841492
knowledge,respect,0.41798941798941797,0.5333744287490845
knowledge,human,0.43703703703703706,0.5328900218009949
knowledge,context,0.4761904761904761,0.5319778323173523
knowledge,course,0.5185185185185185,0.5308433175086975
knowledge,course,0.5185185185185185,0.5308433175086975
knowledge,focus,0.43703703703703706,0.5265464186668396
knowledge,focus,0.43703703703703706,0.5265464186668396
knowledge,creativity,0.4037037037037037,0.5224201679229736
knowledge,objective,0.5555555555555555,0.5208703875541687
knowledge,desire,0.4259259259259259,0.519193172454834
knowledge,attention,0.3148148148148148,0.5153515338897705
knowledge,language,0.4583333333333333,0.5144417881965637
knowledge,interest,0.5694444444444444,0.5118459463119507
knowledge,success,0.41798941798941797,0.5103854537010193
knowledge,success,0.41798941798941797,0.5103854537010193
knowledge,influence,0.6296296296296297,0.5096276998519897
knowledge,fact,0.0,0.5046066641807556
knowledge,concern,0.4761904761904761,0.502196192741394
knowledge,level,0.37407407407407406,0.49904391169548035
knowledge,level,0.37407407407407406,0.49904391169548035
knowledge,literacy,0.41203703703703703,0.4964660704135895
knowledge,basis,0.0,0.49630042910575867
knowledge,resource,0.49074074074074076,0.4945918023586273
knowledge,provide,0.4761904761904761,0.49341678619384766
knowledge,environment,0.5353535353535354,0.4934161603450775
knowledge,establish,0.40740740740740744,0.4925236403942108
knowledge,individual,0.4740740740740741,0.4904817044734955
knowledge,instruction,0.4006734006734007,0.48987746238708496
knowledge,life,0.4537037037037037,0.4880293607711792
knowledge,speak,0.43703703703703706,0.48709478974342346
knowledge,evaluate,0.49074074074074076,0.4859040677547455
knowledge,reason,0.4259259259259259,0.48374634981155396
knowledge,reason,0.4259259259259259,0.48374634981155396
knowledge,world,0.6648148148148149,0.48327142000198364
knowledge,specialization,0.28835978835978837,0.4812586009502411
knowledge,subject,0.41798941798941797,0.47965681552886963
