CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
percentage,amount,0.5111111111111111,0.5823051333427429
percentage,majority,0.48333333333333334,0.5774686932563782
percentage,population,0.5166666666666667,0.5273402333259583
percentage,population,0.5166666666666667,0.5273402333259583
percentage,fraction,0.5499999999999999,0.5265366435050964
percentage,probability,0.5045454545454545,0.5101742744445801
percentage,basis,0.0,0.4880433976650238
percentage,number,0.5111111111111111,0.4871029555797577
percentage,interest,0.5750000000000001,0.465411901473999
percentage,result,0.48888888888888893,0.45877793431282043
percentage,result,0.48888888888888893,0.45877793431282043
percentage,value,0.43333333333333335,0.458541601896286
percentage,value,0.43333333333333335,0.458541601896286
percentage,score,0.5222222222222221,0.4583205282688141
percentage,quantity,0.48333333333333334,0.45814579725265503
percentage,quantity,0.48333333333333334,0.45814579725265503
percentage,point,0.6333333333333333,0.4521251320838928
percentage,mean,0.5666666666666667,0.4517034888267517
percentage,half,0.0,0.44949206709861755
percentage,fact,0.5666666666666667,0.43091946840286255
percentage,cost,0.5666666666666667,0.426069438457489
percentage,individual,0.4666666666666666,0.42505568265914917
percentage,wage,0.45,0.42289963364601135
percentage,factor,0.48888888888888893,0.4216044843196869
percentage,represent,0.7306878306878307,0.42110782861709595
percentage,risk,0.45,0.4206947088241577
percentage,contribution,0.41111111111111115,0.4199189245700836
percentage,level,0.5333333333333333,0.4171241819858551
percentage,level,0.5333333333333333,0.4171241819858551
percentage,earn,0.6833333333333332,0.41435831785202026
percentage,earn,0.6833333333333332,0.41435831785202026
percentage,rank,0.5666666666666667,0.41359972953796387
percentage,rank,0.5666666666666667,0.41359972953796387
percentage,affect,0.6,0.4125298857688904
percentage,employment,0.6,0.40524330735206604
percentage,target,0.48888888888888893,0.40285488963127136
percentage,target,0.48888888888888893,0.40285488963127136
percentage,loss,0.0,0.40205618739128113
percentage,chance,0.48888888888888893,0.39687788486480713
percentage,record,0.48888888888888893,0.3934391736984253
percentage,year,0.5666666666666667,0.39051586389541626
percentage,year,0.5666666666666667,0.39051586389541626
percentage,impact,0.6055555555555555,0.3852601945400238
percentage,debt,0.5666666666666667,0.3850039839744568
percentage,figure,0.3444444444444444,0.3835979700088501
percentage,asset,0.5333333333333333,0.3825354278087616
percentage,age,0.4777777777777778,0.3793196678161621
percentage,outcome,0.46507936507936504,0.3762446641921997
percentage,outcome,0.46507936507936504,0.3762446641921997
percentage,generate,0.763095238095238,0.37592801451683044
percentage,period,0.6,0.37456777691841125
percentage,period,0.6,0.37456777691841125
percentage,market,0.48888888888888893,0.37339529395103455
percentage,money,0.3666666666666667,0.3729739487171173
percentage,major,0.43333333333333335,0.37085145711898804
percentage,lack,0.45,0.3661230802536011
percentage,account,0.5761904761904763,0.36602744460105896
percentage,ability,0.4142857142857143,0.3643428087234497
percentage,household,0.4037037037037037,0.36245831847190857
percentage,reason,0.48888888888888893,0.3620501756668091
percentage,reason,0.48888888888888893,0.3620501756668091
percentage,ownership,0.4333333333333333,0.35984766483306885
percentage,investment,0.5166666666666667,0.35960882902145386
percentage,voter,0.5222222222222221,0.359210342168808
percentage,voter,0.5222222222222221,0.359210342168808
