CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
website,website,1.0,1.0
website,website,1.0,1.0
website,page,0.46428571428571425,0.6489839553833008
website,page,0.46428571428571425,0.6489839553833008
website,information,0.48917748917748916,0.6323534250259399
website,email,0.5619047619047619,0.5933597087860107
website,publish,0.5079365079365079,0.562475323677063
website,article,0.5238095238095238,0.5203396677970886
website,content,0.5238095238095238,0.5171756148338318
website,content,0.5238095238095238,0.5171756148338318
website,news,0.6150793650793651,0.49267327785491943
website,official,0.4226190476190476,0.49078652262687683
website,account,0.42857142857142855,0.4750119149684906
website,list,0.5952380952380952,0.4729726016521454
website,resource,0.6011904761904762,0.4561954140663147
website,own,0.4920634920634921,0.4546566605567932
website,publication,0.5670995670995671,0.4531688988208771
website,database,0.6071428571428571,0.44733908772468567
website,company,0.0,0.44594529271125793
website,provide,0.5238095238095238,0.4454811215400696
website,domain,0.4365079365079365,0.4440135955810547
website,address,0.35714285714285715,0.4436962306499481
website,address,0.35714285714285715,0.4436962306499481
website,service,0.6190476190476191,0.4408608376979828
website,report,0.5396825396825397,0.43824708461761475
website,organization,0.48412698412698413,0.4378833472728729
website,url,0.0,0.427572101354599
website,request,0.6309523809523809,0.4240281283855438
website,shop,0.0,0.41748350858688354
website,permission,0.46507936507936504,0.415591299533844
website,mail,0.46428571428571425,0.4151783287525177
website,use,0.48412698412698413,0.41456368565559387
website,customer,0.6011904761904762,0.41304850578308105
website,product,0.42857142857142855,0.4126530587673187
website,product,0.42857142857142855,0.4126530587673187
website,software,0.6011904761904762,0.41256651282310486
website,publisher,0.5886243386243386,0.4113753139972687
website,publisher,0.5886243386243386,0.4113753139972687
website,user,0.42857142857142855,0.41030824184417725
website,community,0.5026455026455027,0.4076900780200958
website,help,0.46428571428571425,0.4056799113750458
website,organisation,0.44841269841269843,0.4012942910194397
website,read,0.46428571428571425,0.3982222080230713
website,read,0.46428571428571425,0.3982222080230713
website,topic,0.44761904761904764,0.39727845788002014
website,project,0.35714285714285715,0.39669108390808105
website,opportunity,0.32251082251082247,0.39570382237434387
website,name,0.46428571428571425,0.39422833919525146
website,right,0.44761904761904764,0.39355623722076416
website,purchase,0.5119047619047619,0.39350780844688416
website,access,0.5396825396825397,0.39319083094596863
website,provider,0.5119047619047619,0.39317816495895386
website,document,0.3452380952380952,0.3921596109867096
website,description,0.6450216450216449,0.39180201292037964
website,store,0.44761904761904764,0.3909367620944977
website,brand,0.44761904761904764,0.38954785466194153
website,review,0.6428571428571429,0.38753870129585266
website,book,0.46428571428571425,0.3864858150482178
website,research,0.6011904761904762,0.38614439964294434
website,place,0.44761904761904764,0.38602426648139954
website,place,0.44761904761904764,0.38602426648139954
website,sign,0.0,0.3855510950088501
website,comment,0.35714285714285715,0.3851258456707001
website,username,0.4900793650793651,0.3840292990207672
website,idea,0.46428571428571425,0.384027898311615
website,purpose,0.5238095238095238,0.37993645668029785
website,complete,0.3452380952380952,0.37959176301956177
website,found,0.0,0.3790960907936096
website,sell,0.46428571428571425,0.37766891717910767
website,photo,0.44761904761904764,0.37744513154029846
website,text,0.5952380952380952,0.3762194812297821
website,source,0.4365079365079365,0.37225502729415894
website,source,0.4365079365079365,0.37225502729415894
website,event,0.5619047619047619,0.3721274137496948
website,order,0.44761904761904764,0.3701227605342865
website,guide,0.5619047619047619,0.36863917112350464
website,guide,0.5619047619047619,0.36863917112350464
website,money,0.44761904761904764,0.36772388219833374
website,to,0.0,0.36769238114356995
website,tool,0.0,0.3675648868083954
website,tool,0.0,0.3675648868083954
website,donation,0.3452380952380952,0.36658528447151184
website,fact,0.46428571428571425,0.36597907543182373
website,behalf,0.373015873015873,0.3654458224773407
website,consult,0.5238095238095238,0.36325201392173767
website,auction,0.35714285714285715,0.36178889870643616
website,write,0.8114285714285714,0.36041131615638733
website,number,0.5396825396825397,0.3594287037849426
website,effort,0.5396825396825397,0.35923442244529724
website,theme,0.5619047619047619,0.3587704002857208
website,location,0.3452380952380952,0.35818374156951904
website,location,0.3452380952380952,0.35818374156951904
website,location,0.3452380952380952,0.35818374156951904
website,reason,0.5396825396825397,0.3562861979007721
website,reason,0.5396825396825397,0.3562861979007721
website,owner,0.5619047619047619,0.3536500632762909
website,owner,0.5619047619047619,0.3536500632762909
website,thing,0.44761904761904764,0.3533511459827423
website,receive,0.6190476190476191,0.35326874256134033
website,message,0.6190476190476191,0.35079115629196167
website,donate,0.5396825396825397,0.349901020526886
website,attention,0.4761904761904761,0.346344918012619
website,department,0.5761904761904763,0.3458907902240753
website,print,0.5619047619047619,0.3450835645198822
website,public,0.5396825396825397,0.3448258936405182
website,assistance,0.6571428571428571,0.34463921189308167
website,plan,0.0,0.34421882033348083
website,travel,0.4365079365079365,0.34381476044654846
website,statement,0.5886243386243386,0.3417283892631531
website,office,0.5396825396825397,0.34149858355522156
website,home,0.46428571428571425,0.3409040570259094
website,overview,0.6011904761904762,0.3406675159931183
website,portfolio,0.335978835978836,0.34003716707229614
website,association,0.5670995670995671,0.3394988775253296
website,script,0.5396825396825397,0.3385530710220337
website,generate,0.4900793650793651,0.3379511535167694
website,distribute,0.6714285714285714,0.336971253156662
website,edit,0.7261904761904763,0.33677250146865845
website,affiliation,0.48917748917748916,0.3366197347640991
website,view,0.46428571428571425,0.3349648416042328
website,date,0.46428571428571425,0.3335511088371277
website,manage,0.4365079365079365,0.3322463035583496
website,knowledge,0.5026455026455027,0.3318115472793579
website,knowledge,0.5026455026455027,0.3318115472793579
website,change,0.4365079365079365,0.3315584659576416
website,individual,0.4142857142857143,0.33080869913101196
website,author,0.0,0.3295789659023285
website,author,0.0,0.3295789659023285
website,author,0.0,0.3295789659023285
website,tour,0.0,0.32915663719177246
website,support,0.42857142857142855,0.3282392919063568
website,support,0.42857142857142855,0.3282392919063568
website,phone,0.44761904761904764,0.32674315571784973
website,success,0.35714285714285715,0.3262544870376587
website,success,0.35714285714285715,0.3262544870376587
website,entry,0.44761904761904764,0.3238238990306854
website,entry,0.44761904761904764,0.3238238990306854
website,build,0.5619047619047619,0.3227631747722626
website,course,0.5396825396825397,0.3223000764846802
website,course,0.5396825396825397,0.3223000764846802
website,chance,0.4365079365079365,0.32218170166015625
website,collection,0.46507936507936504,0.3213704824447632
website,feature,0.6190476190476191,0.32117798924446106
website,process,0.35714285714285715,0.3205568194389343
website,university,0.5738095238095239,0.3200889825820923
website,subject,0.5079365079365079,0.31979066133499146
website,image,0.44761904761904764,0.3193669617176056
website,creator,0.5238095238095238,0.31734466552734375
website,story,0.0,0.3170265257358551
website,host,0.5952380952380952,0.3151542544364929
website,feel,0.46428571428571425,0.31381791830062866
website,job,0.4920634920634921,0.31344711780548096
website,invitation,0.49523809523809526,0.313203364610672
website,interest,0.5238095238095238,0.31301888823509216
