CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
minimize,risk,0.4583333333333333,0.5516223907470703
minimize,impact,0.3611111111111111,0.5297889709472656
minimize,evaluate,0.4166666666666667,0.5232455134391785
minimize,affect,0.0,0.518397867679596
minimize,manage,0.625,0.5009036064147949
minimize,cause,0.44166666666666665,0.4886265993118286
minimize,cause,0.44166666666666665,0.4886265993118286
minimize,cause,0.44166666666666665,0.4886265993118286
minimize,cause,0.44166666666666665,0.4886265993118286
minimize,provide,0.5119047619047619,0.47672027349472046
minimize,result,0.0,0.4762861728668213
minimize,result,0.0,0.4762861728668213
minimize,damage,0.5277777777777778,0.4738485813140869
minimize,involve,0.6011904761904762,0.47363775968551636
minimize,protection,0.31666666666666665,0.4715329110622406
minimize,effect,0.0,0.4684732258319855
minimize,generate,0.5,0.4636763632297516
minimize,concern,0.5119047619047619,0.4628288447856903
minimize,help,0.0,0.4614081382751465
minimize,ability,0.5119047619047619,0.45943060517311096
minimize,consequence,0.4772727272727273,0.45540139079093933
minimize,environment,0.537878787878788,0.4501856565475464
minimize,use,0.0,0.44715067744255066
minimize,amount,0.5277777777777778,0.44442176818847656
minimize,amplify,0.5119047619047619,0.44261670112609863
minimize,effort,0.0,0.42989763617515564
minimize,process,0.4226190476190476,0.4290343225002289
minimize,focus,0.0,0.4289833605289459
minimize,focus,0.0,0.4289833605289459
minimize,suffer,0.4305555555555555,0.42762845754623413
minimize,probability,0.4772727272727273,0.4273063838481903
minimize,severity,0.4166666666666667,0.42438051104545593
minimize,trigger,0.5119047619047619,0.42389461398124695
minimize,manner,0.625,0.42003491520881653
minimize,change,0.5277777777777778,0.419706791639328
minimize,component,0.5694444444444444,0.41721418499946594
minimize,responsibility,0.594047619047619,0.4149755537509918
minimize,objective,0.49074074074074076,0.41084951162338257
minimize,difficulty,0.48333333333333334,0.41074681282043457
minimize,quantity,0.5,0.4104284644126892
minimize,quantity,0.5,0.4104284644126892
minimize,drag,0.0,0.408041775226593
minimize,permit,0.5277777777777778,0.40800392627716064
