CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
indicate,represent,0.32407407407407407,0.5965446829795837
indicate,result,0.4305555555555555,0.5829051733016968
indicate,result,0.4305555555555555,0.5829051733016968
indicate,contain,0.6071428571428571,0.5640013217926025
indicate,affect,0.5277777777777778,0.5499392151832581
indicate,lack,0.4583333333333333,0.5460203289985657
indicate,fact,0.5833333333333334,0.5453529953956604
indicate,concern,0.6011904761904762,0.5404919981956482
indicate,severity,0.5,0.5267512798309326
indicate,number,0.5277777777777778,0.5237695574760437
indicate,probability,0.43813131313131315,0.5183885097503662
indicate,change,0.5138888888888888,0.5173875093460083
indicate,instance,0.8222222222222222,0.5103626251220703
indicate,evaluate,0.5833333333333334,0.5099369287490845
indicate,basis,0.44166666666666665,0.509206235408783
indicate,found,0.5499999999999999,0.5004352927207947
indicate,context,0.6011904761904762,0.4983912408351898
indicate,establish,0.32407407407407407,0.49781835079193115
indicate,consequence,0.43813131313131315,0.49138954281806946
indicate,point,0.6583333333333333,0.49131348729133606
indicate,response,0.4166666666666667,0.48707595467567444
indicate,individual,0.8250000000000001,0.485148161649704
indicate,activity,0.5833333333333334,0.4848766028881073
indicate,reason,0.4305555555555555,0.4841916263103485
indicate,reason,0.4305555555555555,0.4841916263103485
indicate,conclusion,0.44722222222222224,0.4824879467487335
indicate,mean,0.4166666666666667,0.479778915643692
indicate,report,0.4305555555555555,0.4792872965335846
indicate,involve,0.6011904761904762,0.4767082929611206
indicate,cause,0.44166666666666665,0.4745352566242218
indicate,cause,0.44166666666666665,0.4745352566242218
indicate,cause,0.44166666666666665,0.4745352566242218
indicate,cause,0.44166666666666665,0.4745352566242218
indicate,amount,0.5277777777777778,0.4735279083251953
indicate,statement,0.5694444444444444,0.47101905941963196
indicate,outcome,0.5119047619047619,0.4701322615146637
indicate,outcome,0.5119047619047619,0.4701322615146637
indicate,origin,0.5277777777777778,0.46844470500946045
indicate,origin,0.5277777777777778,0.46844470500946045
indicate,generate,0.6666666666666666,0.4650152623653412
indicate,permit,0.5277777777777778,0.46443864703178406
indicate,quantity,0.5,0.46383246779441833
indicate,quantity,0.5,0.46383246779441833
indicate,frequency,0.32407407407407407,0.4635544419288635
indicate,frequency,0.32407407407407407,0.4635544419288635
indicate,manner,0.5277777777777778,0.4624714255332947
indicate,address,0.5119047619047619,0.46007969975471497
indicate,address,0.5119047619047619,0.46007969975471497
indicate,suspect,0.4900793650793651,0.45826420187950134
indicate,status,0.5277777777777778,0.4575519263744354
indicate,status,0.5277777777777778,0.4575519263744354
indicate,risk,0.4583333333333333,0.45580562949180603
indicate,sign,0.5833333333333334,0.4557226002216339
indicate,information,0.6212121212121212,0.45316722989082336
indicate,majority,0.5,0.45280444622039795
indicate,input,0.6583333333333333,0.45152148604393005
indicate,value,0.44166666666666665,0.450600802898407
indicate,value,0.44166666666666665,0.450600802898407
indicate,provide,0.4900793650793651,0.45058122277259827
indicate,attention,0.4583333333333333,0.4480140507221222
indicate,study,0.44166666666666665,0.44715553522109985
indicate,study,0.44166666666666665,0.44715553522109985
indicate,study,0.44166666666666665,0.44715553522109985
indicate,effect,0.5277777777777778,0.4463605284690857
indicate,perceive,0.47222222222222215,0.4458276629447937
indicate,impact,0.6388888888888888,0.4428865313529968
indicate,component,0.32407407407407407,0.4408715069293976
indicate,shift,0.5499999999999999,0.4406372606754303
indicate,order,0.44166666666666665,0.43970054388046265
indicate,ability,0.6011904761904762,0.4392596185207367
indicate,influence,0.5648148148148148,0.4389195442199707
indicate,level,0.0,0.4381158649921417
indicate,level,0.0,0.4381158649921417
indicate,document,0.5833333333333334,0.4366113245487213
indicate,use,0.0,0.43201538920402527
indicate,target,0.3611111111111111,0.43028518557548523
indicate,target,0.3611111111111111,0.43028518557548523
indicate,interest,0.5833333333333334,0.4302329123020172
indicate,symptom,0.4226190476190476,0.4296339154243469
indicate,symptom,0.4226190476190476,0.4296339154243469
indicate,intensity,0.6481481481481481,0.42865389585494995
indicate,intensity,0.6481481481481481,0.42865389585494995
indicate,perception,0.5499999999999999,0.4281403720378876
indicate,condition,0.6481481481481481,0.42522138357162476
indicate,fraction,0.5833333333333334,0.42447429895401
indicate,position,0.47222222222222215,0.4222260117530823
indicate,factor,0.5277777777777778,0.4210977852344513
indicate,case,0.0,0.41843533515930176
indicate,warrant,0.5119047619047619,0.41744932532310486
indicate,text,0.4583333333333333,0.41735586524009705
indicate,output,0.4305555555555555,0.4168800413608551
indicate,marker,0.4305555555555555,0.4148862659931183
indicate,purpose,0.4226190476190476,0.41472113132476807
indicate,temperature,0.43813131313131315,0.41464412212371826
indicate,objective,0.5648148148148148,0.41419708728790283
indicate,difficulty,0.6416666666666667,0.4139058589935303
indicate,respect,0.4900793650793651,0.4138014018535614
indicate,to,0.0,0.4137309193611145
indicate,duration,0.5833333333333334,0.4136366844177246
indicate,duration,0.5833333333333334,0.4136366844177246
indicate,object,0.5277777777777778,0.41348880529403687
indicate,possess,0.4226190476190476,0.4120177924633026
indicate,population,0.44722222222222224,0.41183722019195557
indicate,population,0.44722222222222224,0.41183722019195557
indicate,period,0.5277777777777778,0.411755234003067
indicate,period,0.5277777777777778,0.411755234003067
indicate,belief,0.5277777777777778,0.4112735986709595
indicate,account,0.5119047619047619,0.41116443276405334
indicate,subject,0.4900793650793651,0.41101589798927307
indicate,figure,0.5277777777777778,0.4074350595474243
indicate,situation,0.5648148148148148,0.406525194644928
indicate,state,0.6583333333333333,0.4048105776309967
indicate,focus,0.44166666666666665,0.4047621190547943
indicate,focus,0.44166666666666665,0.4047621190547943
indicate,direction,0.5935185185185184,0.40356287360191345
indicate,receive,0.4900793650793651,0.4034845530986786
indicate,major,0.0,0.40208569169044495
indicate,request,0.3452380952380952,0.400559663772583
indicate,issue,0.5499999999999999,0.39906200766563416
indicate,trigger,0.5119047619047619,0.3984191417694092
indicate,relationship,0.4305555555555555,0.39812400937080383
indicate,symbol,0.0,0.39801353216171265
indicate,patient,0.4900793650793651,0.39715567231178284
indicate,contradict,0.6166666666666667,0.3968464732170105
indicate,distribution,0.4444444444444444,0.39658495783805847
indicate,term,0.0,0.39563634991645813
indicate,association,0.537878787878788,0.3952934741973877
indicate,argument,0.3333333333333333,0.395037442445755
indicate,detail,0.5138888888888888,0.3933575451374054
indicate,representation,0.5119047619047619,0.39245644211769104
indicate,word,0.4583333333333333,0.39064085483551025
indicate,region,0.4305555555555555,0.3894422650337219
indicate,witness,0.6011904761904762,0.3876667022705078
indicate,testimony,0.32407407407407407,0.38576507568359375
indicate,description,0.537878787878788,0.38487911224365234
indicate,type,0.0,0.38432392477989197
indicate,type,0.0,0.38432392477989197
indicate,process,0.5119047619047619,0.3838920593261719
indicate,portion,0.3452380952380952,0.3831979036331177
indicate,exhibit,0.6011904761904762,0.3827848434448242
indicate,desire,0.5138888888888888,0.38166558742523193
indicate,source,0.5277777777777778,0.3807928264141083
indicate,source,0.5277777777777778,0.3807928264141083
indicate,responsibility,0.42857142857142855,0.38025036454200745
indicate,disease,0.6071428571428571,0.379295289516449
indicate,depth,0.5499999999999999,0.3777252435684204
indicate,research,0.3333333333333333,0.3772079646587372
indicate,location,0.5,0.37598806619644165
indicate,location,0.5,0.37598806619644165
indicate,location,0.5,0.37598806619644165
indicate,circumstance,0.5472222222222222,0.3754972815513611
indicate,date,0.4583333333333333,0.375287801027298
indicate,human,0.3833333333333333,0.37259531021118164
indicate,knowledge,0.49074074074074076,0.37259238958358765
indicate,knowledge,0.49074074074074076,0.37259238958358765
indicate,person,0.0,0.37201496958732605
indicate,participant,0.5598484848484849,0.3719535171985626
indicate,participant,0.5598484848484849,0.3719535171985626
indicate,participant,0.5598484848484849,0.3719535171985626
indicate,record,0.3611111111111111,0.37115201354026794
indicate,apply,0.0,0.3707793056964874
indicate,background,0.31666666666666665,0.37041324377059937
indicate,gender,0.625,0.3686564862728119
indicate,gender,0.625,0.3686564862728119
indicate,message,0.5119047619047619,0.3679681420326233
indicate,authority,0.49074074074074076,0.3677923381328583
indicate,appearance,0.44722222222222224,0.367768257856369
indicate,blood,0.44166666666666665,0.3673805296421051
indicate,method,0.4305555555555555,0.36671820282936096
indicate,time,0.4583333333333333,0.3660673201084137
indicate,time,0.4583333333333333,0.3660673201084137
indicate,field,0.5499999999999999,0.36533838510513306
indicate,field,0.5499999999999999,0.36533838510513306
indicate,consult,0.5119047619047619,0.36508727073669434
indicate,employment,0.31666666666666665,0.36367926001548767
indicate,damage,0.625,0.36247745156288147
indicate,public,0.5277777777777778,0.36161330342292786
indicate,place,0.5472222222222222,0.36115148663520813
indicate,place,0.5472222222222222,0.36115148663520813
indicate,material,0.5,0.3597811460494995
indicate,material,0.5,0.3597811460494995
indicate,attempt,0.4226190476190476,0.35631340742111206
indicate,judgment,0.47222222222222215,0.3551293611526489
