hasName	[60, ['Area', 'Art', 'Book', 'Business', 'Child', 'City', 'Community', 'Company', 'Country', 'Day', 'Family', 'Friend', 'Game', 'Girl', 'Government', 'Group', 'Guy', 'Health', 'History', 'Home', 'House', 'Idea', 'Issue', 'Kid', 'Kind', 'Law', 'Life', 'Man', 'Member', 'Moment', 'Month', 'Mother', 'Name', 'Office', 'Others', 'Parent', 'Party', 'People', 'Person', 'Place', 'President', 'Program', 'Research', 'Room', 'School', 'Service', 'State', 'Story', 'Student', 'Study', 'System', 'Teacher', 'Team', 'Thing', 'War', 'Way', 'Week', 'Woman', 'Work', 'World']]
name	[50, ['Art', 'Book', 'Business', 'Child', 'City', 'Community', 'Company', 'Country', 'Education', 'Family', 'Friend', 'Game', 'Girl', 'Government', 'Group', 'Guy', 'History', 'Information', 'Job', 'Kid', 'Kind', 'Law', 'Life', 'Man', 'Member', 'Mother', 'Office', 'Others', 'Part', 'Party', 'People', 'Person', 'Place', 'Problem', 'Program', 'Research', 'Room', 'School', 'Service', 'State', 'Story', 'Student', 'Study', 'System', 'Teacher', 'Team', 'Thing', 'Way', 'Work', 'World']]
hasAge	[26, ['Child', 'Community', 'Company', 'Family', 'Friend', 'Girl', 'Government', 'Group', 'Guy', 'Health', 'Home', 'Idea', 'Kid', 'Life', 'Man', 'Member', 'Mother', 'Others', 'Parent', 'People', 'Person', 'Student', 'Teacher', 'Woman', 'Work', 'World']]
hasLocation	[24, ['Area', 'Back', 'Business', 'Change', 'Community', 'Company', 'Girl', 'Guy', 'History', 'Home', 'Job', 'Law', 'Lot', 'Moment', 'Office', 'Others', 'Party', 'Place', 'Service', 'Story', 'Student', 'Study', 'War', 'Work']]
isPartOf	[24, ['Body', 'City', 'Eye', 'Group', 'Hand', 'History', 'Hour', 'Law', 'Moment', 'Morning', 'Night', 'Number', 'Office', 'Part', 'Place', 'Program', 'Room', 'State', 'Study', 'System', 'Thing', 'Time', 'Way', 'World']]
age	[18, ['Child', 'Community', 'Education', 'Family', 'Friend', 'Girl', 'Kid', 'Man', 'Member', 'Mother', 'Others', 'Parent', 'Party', 'People', 'Person', 'School', 'Student', 'Teacher']]
belongsTo	[17, ['Art', 'Case', 'Community', 'Eye', 'Family', 'Hand', 'History', 'Lot', 'Member', 'Part', 'President', 'Research', 'Result', 'Room', 'School', 'State', 'Study']]
description	[17, ['Case', 'Fact', 'Group', 'Idea', 'Issue', 'Job', 'Kind', 'Moment', 'Others', 'Part', 'Problem', 'Program', 'Research', 'Service', 'Thing', 'Time', 'Work']]
location	[16, ['Art', 'Community', 'Company', 'Friend', 'History', 'Job', 'Lot', 'Office', 'Others', 'Party', 'Place', 'School', 'Service', 'Team', 'War', 'Work']]
provides	[16, ['Air', 'Business', 'Education', 'Head', 'Health', 'Information', 'Man', 'Money', 'Others', 'Part', 'People', 'Reason', 'School', 'Service', 'System', 'Water']]
hasTitle	[15, ['Art', 'Book', 'Case', 'Game', 'Idea', 'Information', 'Issue', 'Job', 'Law', 'Problem', 'Question', 'Research', 'Story', 'Study', 'Work']]
hasPart	[15, ['Air', 'Back', 'Body', 'Eye', 'Face', 'Hand', 'Head', 'Home', 'Kind', 'Morning', 'Part', 'Program', 'System', 'Thing', 'World']]
locatedIn	[13, ['Art', 'City', 'Community', 'Company', 'Door', 'Government', 'Home', 'Office', 'Place', 'Room', 'State', 'Team', 'World']]
title	[13, ['Art', 'Book', 'Case', 'Game', 'Information', 'Issue', 'Job', 'Law', 'Research', 'Story', 'Study', 'Time', 'Work']]
hasDescription	[13, ['Case', 'Fact', 'History', 'Idea', 'Issue', 'Job', 'Level', 'Moment', 'Part', 'Problem', 'Program', 'Story', 'Thing']]
hasGender	[12, ['Community', 'Family', 'Friend', 'Girl', 'Guy', 'Health', 'Kid', 'Man', 'Parent', 'People', 'Person', 'Woman']]
hasColor	[11, ['Car', 'Chair', 'Couch', 'Door', 'Eye', 'Face', 'Loveseat', 'Others', 'Sofa', 'Thing', 'chair']]
hasSize	[11, ['Area', 'Couch', 'Eye', 'Face', 'Home', 'Lot', 'Loveseat', 'Part', 'Room', 'Sofa', 'Thing']]
hasEndTime	[11, ['Business', 'Change', 'Day', 'End', 'Moment', 'Morning', 'Night', 'Result', 'Time', 'War', 'Work']]
hasType	[11, ['Area', 'Couch', 'Home', 'Information', 'Kind', 'Place', 'Question', 'Room', 'Service', 'Water', 'Way']]
hasChild	[11, ['Child', 'Family', 'Father', 'Guy', 'Life', 'Man', 'Mother', 'Parent', 'People', 'Person', 'Woman']]
endDate	[10, ['Art', 'Case', 'End', 'Job', 'Moment', 'President', 'Research', 'Team', 'War', 'Work']]
startDate	[10, ['Art', 'Case', 'End', 'Job', 'Moment', 'President', 'Research', 'Team', 'War', 'Work']]
hasStartTime	[10, ['Business', 'Change', 'Day', 'Moment', 'Morning', 'Night', 'Result', 'Time', 'War', 'Work']]
hasDate	[10, ['Day', 'End', 'Fact', 'History', 'Idea', 'Information', 'Moment', 'Party', 'Result', 'War']]
hasPrice	[10, ['Car', 'Chair', 'Company', 'Couch', 'Game', 'House', 'Lot', 'Service', 'Sofa', 'chair']]
hasParent	[10, ['Child', 'Family', 'Girl', 'Kid', 'Life', 'Man', 'Mother', 'Parent', 'People', 'Person']]
hasArea	[10, ['Area', 'City', 'Country', 'Home', 'House', 'Lot', 'Place', 'Room', 'State', 'World']]
id	[9, ['Case', 'Issue', 'Lot', 'Member', 'Others', 'Part', 'Problem', 'Student', 'System']]
size	[9, ['Couch', 'Eye', 'Group', 'Lot', 'Loveseat', 'Number', 'Room', 'Sofa', 'World']]
hasDuration	[9, ['Friend', 'Minute', 'Moment', 'Night', 'Program', 'Service', 'Study', 'Time', 'Work']]
address	[9, ['Company', 'Home', 'House', 'Information', 'Lot', 'Office', 'Party', 'People', 'Person']]
hasAddress	[9, ['Book', 'Company', 'Friend', 'Home', 'House', 'Kid', 'Lot', 'Place', 'School']]
isLocatedIn	[9, ['City', 'Community', 'Company', 'Country', 'House', 'Place', 'Room', 'State', 'World']]
color	[8, ['Car', 'Couch', 'Door', 'Eye', 'Face', 'Loveseat', 'Room', 'Sofa']]
hasFirstName	[8, ['Child', 'Company', 'Family', 'Guy', 'Name', 'People', 'Person', 'President']]
hasLastName	[8, ['Child', 'Company', 'Family', 'Guy', 'Name', 'People', 'Person', 'President']]
gender	[8, ['Child', 'Community', 'Family', 'Kid', 'Others', 'People', 'Person', 'Student']]
hasOccupation	[8, ['Guy', 'Man', 'Mother', 'Others', 'People', 'Person', 'Woman', 'Work']]
memberOf	[8, ['Child', 'Community', 'Group', 'Member', 'Others', 'School', 'Team', 'World']]
firstName	[8, ['Company', 'Family', 'Guy', 'Name', 'Parent', 'People', 'Student', 'Team']]
lastName	[8, ['Company', 'Family', 'Guy', 'Name', 'Parent', 'People', 'Student', 'Team']]
hasTime	[8, ['Change', 'Day', 'End', 'Moment', 'Party', 'Result', 'Time', 'Work']]
hasEndDate	[8, ['Case', 'End', 'History', 'Job', 'Program', 'Research', 'War', 'Work']]
birthDate	[8, ['Art', 'Book', 'Company', 'Family', 'History', 'Life', 'People', 'Person']]
hasMaterial	[7, ['Chair', 'Couch', 'Door', 'Loveseat', 'Money', 'Sofa', 'chair']]
manufacturer	[7, ['Car', 'Chair', 'Couch', 'Door', 'Others', 'Part', 'chair']]
material	[7, ['Chair', 'Couch', 'Door', 'Loveseat', 'Money', 'Sofa', 'chair']]
livesIn	[7, ['Girl', 'Guy', 'Home', 'Others', 'People', 'Person', 'World']]
teaches	[7, ['Education', 'Information', 'Kind', 'School', 'Student', 'Study', 'Teacher']]
partOf	[7, ['Hand', 'Office', 'Part', 'School', 'State', 'System', 'World']]
endTime	[7, ['Hour', 'Job', 'Moment', 'Night', 'Service', 'Time', 'War']]
hasEnd	[7, ['End', 'Life', 'Line', 'Moment', 'Night', 'Time', 'Way']]
startTime	[7, ['Hour', 'Job', 'Moment', 'Night', 'Service', 'Time', 'War']]
hasEvent	[7, ['Community', 'Day', 'History', 'Moment', 'Party', 'Reason', 'Year']]
hasStartDate	[7, ['Case', 'History', 'Job', 'Program', 'Research', 'War', 'Work']]
hasSubject	[7, ['Case', 'Education', 'Fact', 'Information', 'Research', 'Study', 'Teacher']]
hasValue	[7, ['Area', 'Fact', 'Information', 'Money', 'Number', 'Power', 'Result']]
hasSpouse	[7, ['Family', 'Father', 'Guy', 'Man', 'Mother', 'Parent', 'Person']]
hasMember	[7, ['Community', 'Family', 'Government', 'Group', 'Member', 'Party', 'Team']]
population	[7, ['City', 'Community', 'Country', 'Government', 'Place', 'State', 'World']]
hasAuthor	[7, ['Art', 'Book', 'Idea', 'Information', 'Program', 'Research', 'Story']]
hasSource	[7, ['Change', 'Fact', 'Information', 'Power', 'Question', 'Water', 'Way']]
hasPopulation	[6, ['City', 'Country', 'Place', 'President', 'State', 'World']]
attends	[6, ['Education', 'Kid', 'Others', 'School', 'Student', 'Study']]
hasManufacturer	[6, ['Car', 'Couch', 'Loveseat', 'Others', 'Part', 'Sofa']]
hasID	[6, ['Case', 'Issue', 'Member', 'Student', 'Study', 'Teacher']]
hasStyle	[6, ['Art', 'Chair', 'Couch', 'Loveseat', 'Sofa', 'chair']]
hasNumber	[6, ['Hour', 'Law', 'Level', 'Minute', 'Room', 'Week']]
hasRole	[6, ['Business', 'Community', 'Company', 'Group', 'Office', 'Team']]
worksAt	[6, ['Education', 'Guy', 'Health', 'Office', 'School', 'Teacher']]
hasLength	[6, ['Line', 'Night', 'Side', 'Sofa', 'Way', 'Word']]
country	[6, ['City', 'Company', 'Government', 'Money', 'Person', 'Place']]
hasSibling	[6, ['Child', 'Family', 'Kid', 'Life', 'Man', 'Person']]
area	[6, ['City', 'Country', 'House', 'Lot', 'Room', 'World']]
contains	[6, ['Air', 'Home', 'Information', 'Reason', 'Week', 'World']]
hasLeader	[6, ['Community', 'Government', 'Group', 'Party', 'Team', 'War']]
hasHeight	[5, ['Chair', 'Door', 'Health', 'Sofa', 'chair']]
hasWidth	[5, ['Chair', 'Door', 'Loveseat', 'Sofa', 'chair']]
hasNationality	[5, ['Man', 'Others', 'People', 'President', 'Woman']]
enrolledIn	[5, ['Child', 'Education', 'School', 'Student', 'Study']]
hasGrade	[5, ['Child', 'Education', 'Result', 'School', 'Student']]
studies	[5, ['Education', 'Research', 'School', 'Student', 'Study']]
price	[5, ['Business', 'Lot', 'Loveseat', 'Service', 'Sofa']]
hasUnit	[5, ['Area', 'Force', 'Minute', 'Power', 'Result']]
uses	[5, ['Office', 'Research', 'Service', 'Study', 'War']]
worksIn	[5, ['Guy', 'Office', 'Teacher', 'Woman', 'Work']]
date	[5, ['Community', 'End', 'History', 'Moment', 'Party']]
participatesIn	[5, ['Community', 'Kid', 'Party', 'Team', 'War']]
hasMother	[5, ['Family', 'Man', 'Mother', 'Parent', 'Woman']]
isMarried	[5, ['Man', 'Mother', 'People', 'Person', 'Woman']]
