color	Door.ttl
dimension	Door.ttl
doorType	Door.ttl
hasColor	Door.ttl
hasDimension	Door.ttl
hasHandle	Door.ttl
hasHeight	Door.ttl
hasLock	Door.ttl
hasMaterial	Door.ttl
hasSecurityLevel	Door.ttl
hasWidth	Door.ttl
isAccessTo	Door.ttl
isBarrier	Door.ttl
isClosed	Door.ttl
isEntranceTo	Door.ttl
isLocked	Door.ttl
isMadeOf	Door.ttl
isOpen	Door.ttl
isOpenedBy	Door.ttl
locatedIn	Door.ttl
lockType	Door.ttl
madeOf	Door.ttl
manufacturer	Door.ttl
material	Door.ttl
belongsCountry	President.ttl
belongsTo	President.ttl
bornOn	President.ttl
countryLead	President.ttl
countryServed	President.ttl
endDate	President.ttl
endOfPresidency	President.ttl
firstLady	President.ttl
hasAfter	President.ttl
hasBeenPresident	President.ttl
hasBefore	President.ttl
hasContinent	President.ttl
hasCountry	President.ttl
hasEndTerm	President.ttl
hasFirstName	President.ttl
hasLastName	President.ttl
hasName	President.ttl
hasNationality	President.ttl
hasPopulation	President.ttl
hasPresidency	President.ttl
hasPresident	President.ttl
hasStartTerm	President.ttl
hasTerm	President.ttl
hasTermEnd	President.ttl
hasTermPeriod	President.ttl
hasTermStart	President.ttl
inOfficeSince	President.ttl
inaugurationDate	President.ttl
isPresidentOf	President.ttl
predecessor	President.ttl
presidencyTerm	President.ttl
presidentOf	President.ttl
presidesOver	President.ttl
servedAs	President.ttl
servedAsPresident	President.ttl
servedFrom	President.ttl
servedUntil	President.ttl
servesAs	President.ttl
servesAsPresident	President.ttl
servesIn	President.ttl
startDate	President.ttl
startOfPresidency	President.ttl
successor	President.ttl
termEnd	President.ttl
termStart	President.ttl
wasAffiliatedTo	President.ttl
wasBornIn	President.ttl
wasBornOn	President.ttl
age	Others.ttl
attends	Others.ttl
description	Others.ttl
gender	Others.ttl
groupName	Others.ttl
hasAge	Others.ttl
hasAttribute	Others.ttl
hasColor	Others.ttl
hasLocation	Others.ttl
hasManufacturer	Others.ttl
hasName	Others.ttl
hasNationality	Others.ttl
hasOccupation	Others.ttl
hasParameter	Others.ttl
hasRelationshipWith	Others.ttl
hasShape	Others.ttl
hasSpecies	Others.ttl
id	Others.ttl
interactsWith	Others.ttl
isConsideredOther	Others.ttl
isProvided	Others.ttl
livesIn	Others.ttl
location	Others.ttl
manufacturer	Others.ttl
memberOf	Others.ttl
name	Others.ttl
othersAddress	Others.ttl
othersAge	Others.ttl
othersGender	Others.ttl
othersName	Others.ttl
othersNationality	Others.ttl
othersOccupation	Others.ttl
provides	Others.ttl
relatedTo	Others.ttl
species	Others.ttl
age	Student.ttl
attendance	Student.ttl
attends	Student.ttl
attendsCourse	Student.ttl
attendsUniversity	Student.ttl
course	Student.ttl
courseCode	Student.ttl
courseCredit	Student.ttl
courseName	Student.ttl
courseNumber	Student.ttl
courseTitle	Student.ttl
enrolledAt	Student.ttl
enrolledIn	Student.ttl
enrollmentYear	Student.ttl
enrollsIn	Student.ttl
firstName	Student.ttl
gender	Student.ttl
grades	Student.ttl
hasAge	Student.ttl
hasCourseCode	Student.ttl
hasCourseTitle	Student.ttl
hasGrade	Student.ttl
hasID	Student.ttl
