hasPart	body.ttl	1
isPartOf	body.ttl	1
commentary	issue.ttl	1
commenter	issue.ttl	1
content	issue.ttl	1
hasAssignee	issue.ttl	1
hasDescription	issue.ttl	1
hasIssue	issue.ttl	1
hasPriority	issue.ttl	1
hasSubmitter	issue.ttl	1
isOpen	issue.ttl	1
issueCause	issue.ttl	1
issueDescription	issue.ttl	1
issueID	issue.ttl	1
issueResolution	issue.ttl	1
issueStatus	issue.ttl	1
hasAuthor	research.ttl	1
hasLead	research.ttl	1
relatedField	research.ttl	1
researchOutcome	research.ttl	1
researchTopic	research.ttl	1
hasDateTime	kidnapping.ttl	1
hasDuration	kidnapping.ttl	1
hasKidnapper	kidnapping.ttl	1
hasLocation	kidnapping.ttl	1
hasRansom	kidnapping.ttl	1
hasVictim	kidnapping.ttl	1
belongsGroup	rebel.ttl	1
hasCause	rebel.ttl	1
usesWeapon	rebel.ttl	1
forOffence	punishment.ttl	1
hasPurpose	punishment.ttl	1
imposes	punishment.ttl	1
isFormOf	punishment.ttl	1
severity	punishment.ttl	1
endOfYear	year.ttl	1
hasYear	year.ttl	1
cause	effect.ttl	1
duration	effect.ttl	1
intensity	effect.ttl	1
result	effect.ttl	1
type	effect.ttl	1
hasBirthDate	life.ttl	1
hasBreed	life.ttl	1
hasColor	life.ttl	1
hasDeathDate	life.ttl	1
hasName	life.ttl	1
hasDenomination	church.ttl	1
hasEndTime	church.ttl	1
hasLocation	church.ttl	1
hasName	church.ttl	1
hasPastor	church.ttl	1
hasService	church.ttl	1
hasStartTime	church.ttl	1
holdsService	church.ttl	1
serviceTime	church.ttl	1
hasAgeDistribution	population.ttl	1
hasGenderRatio	population.ttl	1
totalPopulation	population.ttl	1
hasFurniture	room.ttl	1
isPartOf	room.ttl	1
associatedWith	theme.ttl	1
hasName	theme.ttl	1
campCapacity	camp.ttl	1
campId	camp.ttl	1
campLocation	camp.ttl	1
campType	camp.ttl	1
age	guest.ttl	1
gender	guest.ttl	1
hasAddress	guest.ttl	1
hasGender	guest.ttl	1
hasInvitation	guest.ttl	1
hasName	guest.ttl	1
isAttendingEvent	guest.ttl	1
name	guest.ttl	1
status	guest.ttl	1
stayDuration	guest.ttl	1
staysAt	guest.ttl	1
hasCountySeat	county.ttl	1
hasName	county.ttl	1
hasPopulation	county.ttl	1
inState	county.ttl	1
locatedInState	county.ttl	1
hasSpecialization	doctor.ttl	1
worksAt	doctor.ttl	1
direction	movement.ttl	1
distance	movement.ttl	1
duration	movement.ttl	1
speed	movement.ttl	1
hasAuthor	citation.ttl	1
hasName	citation.ttl	1
hasTitle	citation.ttl	1
hasYear	citation.ttl	1
bornIn	native.ttl	1
countryOfOrigin	native.ttl	1
name	native.ttl	1
nativeLanguage	native.ttl	1
origin	native.ttl	1
speaks	native.ttl	1
atDate	party.ttl	1
atLocation	party.ttl	1
attends	party.ttl	1
hasAge	party.ttl	1
hasAttendee	party.ttl	1
hasDate	party.ttl	1
hasEndDate	party.ttl	1
hasGuest	party.ttl	1
hasHost	party.ttl	1
hasLocation	party.ttl	1
hasName	party.ttl	1
hasOrganizer	party.ttl	1
hasStartDate	party.ttl	1
hasTheme	party.ttl	1
organizes	party.ttl	1
hasMaterial	heming.ttl	1
usesTool	heming.ttl	1
knowledge	blacksmith.ttl	1
tool	blacksmith.ttl	1
age	supporter.ttl	1
name	supporter.ttl	1
orgName	supporter.ttl	1
orgType	supporter.ttl	1
supportedBy	supporter.ttl	1
supportedOrganization	supporter.ttl	1
supports	supporter.ttl	1
hasMinutes	hour.ttl	1
hasSeconds	hour.ttl	1
hasCity	address.ttl	1
hasCountry	address.ttl	1
hasState	address.ttl	1
hasStreet	address.ttl	1
hasZipCode	address.ttl	1
area	island.ttl	1
country	island.ttl	1
hasArea	island.ttl	1
hasName	island.ttl	1
hasPopulation	island.ttl	1
isPartOf	island.ttl	1
population	island.ttl	1
hasFirstName	professor.ttl	1
hasLastName	professor.ttl	1
teachesSubject	professor.ttl	1
worksIn	professor.ttl	1
catcherPosition	catcher.ttl	1
hasAge	resident.ttl	1
hasName	resident.ttl	1
residesIn	resident.ttl	1
content	review.ttl	1
postedBy	review.ttl	1
rating	review.ttl	1
reviewOf	review.ttl	1
hasResponse	response.ttl	1
conductedBy	study.ttl	1
evaluate	study.ttl	1
evaluateResult	study.ttl	1
hasDuration	study.ttl	1
hasName	study.ttl	1
hasResearcher	study.ttl	1
hasStudyField	study.ttl	1
hasSubject	study.ttl	1
hasTitle	study.ttl	1
usesTool	study.ttl	1
hasArrivalEntity	arrival.ttl	1
hasArrivalLocation	arrival.ttl	1
hasArrivalMode	arrival.ttl	1
hasArrivalTime	arrival.ttl	1
hasPerson	arrival.ttl	1
hasExperience	seamstress.ttl	1
hasName	seamstress.ttl	1
hasSkill	seamstress.ttl	1
name	seamstress.ttl	1
specializesIn	seamstress.ttl	1
worksAt	seamstress.ttl	1
worksIn	seamstress.ttl	1
digitalLiteracyLevel	literacy.ttl	1
hasDigitalLiteracySkill	literacy.ttl	1
hasLanguage	literacy.ttl	1
hasReadingSkill	literacy.ttl	1
hasWritingSkill	literacy.ttl	1
readingLevel	literacy.ttl	1
writingLevel	literacy.ttl	1
customerName	service.ttl	1
description	service.ttl	1
hasConsumer	service.ttl	1
hasEndTime	service.ttl	1
hasProvider	service.ttl	1
hasStartTime	service.ttl	1
isProvidedBy	service.ttl	1
name	service.ttl	1
providerName	service.ttl	1
provides	service.ttl	1
providesService	service.ttl	1
receivesService	service.ttl	1
serviceName	service.ttl	1
blessingType	blessing.ttl	1
givenBy	blessing.ttl	1
hasBlessing	blessing.ttl	1
hasBlessingType	blessing.ttl	1
isBlessedBy	blessing.ttl	1
receivedBy	blessing.ttl	1
asexualReproduction	reproduction.ttl	1
hasParent	reproduction.ttl	1
reproduces	reproduction.ttl	1
sexualReproduction	reproduction.ttl	1
bestowAuthority	authority.ttl	1
grantedBy	authority.ttl	1
hasAuthority	authority.ttl	1
holdsPosition	authority.ttl	1
hasLength	road.ttl	1
hasName	road.ttl	1
hasNumberOfLanes	road.ttl	1
hasSurfaceType	road.ttl	1
hasTrafficVolume	road.ttl	1
isInCountry	road.ttl	1
hasArea	country.ttl	1
hasCapital	country.ttl	1
hasName	country.ttl	1
hasPopulation	country.ttl	1
isInContinent	country.ttl	1
hasColor	cotton.ttl	1
hasTexture	cotton.ttl	1
isOrganic	cotton.ttl	1
