Arm	body.ttl	1
Torso	body.ttl	1
Cause	issue.ttl	1
Comment	issue.ttl	1
Entity	issue.ttl	1
Integer	issue.ttl	1
Issue	issue.ttl	1
Issuestatus	issue.ttl	1
Resolution	issue.ttl	1
Field	research.ttl	1
Project	research.ttl	1
Publication	research.ttl	1
Research	research.ttl	1
Researcher	research.ttl	1
Datetime	kidnapping.ttl	1
Duration	kidnapping.ttl	1
KidnappingEvent	kidnapping.ttl	1
Location	kidnapping.ttl	1
Person	kidnapping.ttl	1
Cause	rebel.ttl	1
Rebel	rebel.ttl	1
RebelGroup	rebel.ttl	1
Weapon	rebel.ttl	1
Authority	punishment.ttl	1
Class	punishment.ttl	1
Offence	punishment.ttl	1
Punishment	punishment.ttl	1
Event	year.ttl	1
Resource	year.ttl	1
Year	year.ttl	1
Duration	effect.ttl	1
Effect	effect.ttl	1
Resource	effect.ttl	1
Datetime	life.ttl	1
Dog	life.ttl	1
Flower	life.ttl	1
Human	life.ttl	1
Life	life.ttl	1
Church	church.ttl	1
Datetime	church.ttl	1
Location	church.ttl	1
Pastor	church.ttl	1
Person	church.ttl	1
PostalAddress	church.ttl	1
Priest	church.ttl	1
Service	church.ttl	1
Text	church.ttl	1
Time	church.ttl	1
AgeDistribution	population.ttl	1
GenderRatio	population.ttl	1
Integer	population.ttl	1
Place	population.ttl	1
Population	population.ttl	1
Building	room.ttl	1
Furniture	room.ttl	1
Room	room.ttl	1
Theme	theme.ttl	1
Thing	theme.ttl	1
Camp	camp.ttl	1
CampType	camp.ttl	1
Integer	camp.ttl	1
Event	guest.ttl	1
Guest	guest.ttl	1
Integer	guest.ttl	1
Invitation	guest.ttl	1
Location	guest.ttl	1
County	county.ttl	1
CountySeat	county.ttl	1
Integer	county.ttl	1
State	county.ttl	1
Doctor	doctor.ttl	1
Hospital	doctor.ttl	1
MedicalField	doctor.ttl	1
Integer	movement.ttl	1
Movement	movement.ttl	1
Citation	citation.ttl	1
Person	citation.ttl	1
Country	native.ttl	1
Language	native.ttl	1
Locations	native.ttl	1
Native	native.ttl	1
Person	native.ttl	1
Attendee	party.ttl	1
Datetime	party.ttl	1
Integer	party.ttl	1
Location	party.ttl	1
Organizer	party.ttl	1
Party	party.ttl	1
Person	party.ttl	1
Resource	party.ttl	1
Theme	party.ttl	1
Fabric	heming.ttl	1
Heming	heming.ttl	1
Sewingmachine	heming.ttl	1
Blacksmith	blacksmith.ttl	1
Metallurgy	blacksmith.ttl	1
Tool	blacksmith.ttl	1
Entity	supporter.ttl	1
Integer	supporter.ttl	1
Organization	supporter.ttl	1
Supporter	supporter.ttl	1
Hour	hour.ttl	1
