Researcher	researcher.ttl
FieldOfExpertise	researcher.ttl
Institution	researcher.ttl
Publication	researcher.ttl
ResearchGroup	researcher.ttl
Land	land.ttl
NaturalLandform	land.ttl
ManMadeLandform	land.ttl
Continent	land.ttl
Island	land.ttl
Mountain	land.ttl
Plain	land.ttl
UrbanArea	land.ttl
AgriculturalLand	land.ttl
Road	land.ttl
Fire	fire.ttl
Fuel	fire.ttl
Oxygen	fire.ttl
Heat	fire.ttl
Smoke	fire.ttl
FireTriangle	fire.ttl
Flame	fire.ttl
n89702091be13440e852bb39bf6d89032b1	fire.ttl
Time	time.ttl
Instant	time.ttl
Interval	time.ttl
Duration	time.ttl
CausalAgent	cause.ttl
Effect	cause.ttl
Cause	cause.ttl
CausalRelationship	cause.ttl
Institution	institution.ttl
University	institution.ttl
College	institution.ttl
ResearchInstitute	institution.ttl
School	institution.ttl
Department	institution.ttl
Location	institution.ttl
Organization	institution.ttl
Student	institution.ttl
FacultyMember	institution.ttl
Case	case.ttl
LegalCase	case.ttl
UsageCase	case.ttl
MedicalCase	case.ttl
CaseStatus	case.ttl
Condition	condition.ttl
MedicalCondition	condition.ttl
EnvironmentalCondition	condition.ttl
WeatherCondition	condition.ttl
MaterialCondition	condition.ttl
SeverityLevel	condition.ttl
Mild	condition.ttl
Moderate	condition.ttl
Severe	condition.ttl
Event	event.ttl
Location	event.ttl
Time	event.ttl
Person	event.ttl
Region	region.ttl
Country	region.ttl
State	region.ttl
City	region.ttl
Province	region.ttl
Boundary	region.ttl
WeatherCondition	region.ttl
Name	name.ttl
Person	name.ttl
FirstName	name.ttl
LastName	name.ttl
Alias	name.ttl
Language	language.ttl
NaturalLanguage	language.ttl
ProgrammingLanguage	language.ttl
LanguageFamily	language.ttl
Dialect	language.ttl
Syntax	language.ttl
Semantics	language.ttl
Cost	cost.ttl
FixedCost	cost.ttl
VariableCost	cost.ttl
SunkCost	cost.ttl
DirectCost	cost.ttl
IndirectCost	cost.ttl
Entity	cost.ttl
Library	library.ttl
Book	library.ttl
Journal	library.ttl
Member	library.ttl
Author	library.ttl
Librarian	library.ttl
Place	place.ttl
Country	place.ttl
City	place.ttl
Town	place.ttl
Village	place.ttl
Mountain	place.ttl
River	place.ttl
Service	service.ttl
Provider	service.ttl
Customer	service.ttl
ServiceCategory	service.ttl
Interest	interest.ttl
Person	interest.ttl
Topic	interest.ttl
InterestLevel	interest.ttl
Hour	hour.ttl
Day	hour.ttl
TimeOfDay	hour.ttl
Morning	hour.ttl
Afternoon	hour.ttl
Evening	hour.ttl
Night	hour.ttl
Material	material.ttl
Metal	material.ttl
NonMetal	material.ttl
Polymer	material.ttl
Composite	material.ttl
Iron	material.ttl
Aluminium	material.ttl
Copper	material.ttl
Wood	material.ttl
Ceramic	material.ttl
Thermoplastic	material.ttl
Thermosetting	material.ttl
FiberReinforced	material.ttl
ParticleReinforced	material.ttl
Judge	judge.ttl
Court	judge.ttl
LegalCase	judge.ttl
Hearing	judge.ttl
